#id  z  band  RA  DEC  qso_mag  host_mag  sersic_index  reff_arcsec  reduced_chisq
160010.53+433952.7    0.355 I    240.043899536  43.664657593   19.70   19.10  2.73  0.90  1.88
151803.82+421251.7    0.349 G    229.515930176  42.214385986   19.77   20.79  2.21  0.92  1.29
160655.26+424336.9    0.322 R    241.730270386  42.726928711   19.75   18.87  6.61  1.63  8.33
220851.96-010603.7    0.352 I    332.216522217  -1.101055026   18.97   18.94  4.76  0.40  3.24
153240.87+433225.2    0.388 R    233.170318603  43.540355682   20.37   20.27  2.12  0.99  6.87
221715.71+005630.2    0.320 I    334.315460205   0.941739023   19.21   18.34  0.76  2.50  4.13
150416.96+420650.4    0.381 R    226.070678711  42.114025116   19.94   20.01  2.81  0.10  1.15
153947.62+431341.6    0.348 R    234.948425293  43.228229523   18.42   19.35  2.80  2.28  2.41
160010.53+433952.7    0.355 G    240.043899536  43.664657593   19.06   20.62  3.33  1.18  1.32
221932.17-004551.9    0.332 I    334.884063721  -0.764442980   19.51   20.04  1.21  0.42  2.74
221715.71+005630.2    0.320 G    334.315460205   0.941739023   19.56   19.77  0.46  2.80  2.14
220851.96-010603.7    0.352 G    332.216522217  -1.101055026   18.87   20.24  5.36  0.45  1.33
221932.17-004551.9    0.332 G    334.884063721  -0.764442980   20.29   21.61  1.81  0.41  1.55
151803.82+421251.7    0.349 R    229.515930176  42.214385986   19.53   20.07  2.21  1.06  1.28
221715.71+005630.2    0.320 R    334.315460205   0.941739023   19.30   18.79  0.60  2.65  2.27
220851.96-010603.7    0.352 R    332.216522217  -1.101055026   18.78   19.43  5.35  0.45  1.79
221412.45-001009.7    0.352 I    333.551910400  -0.169378996   19.52   19.86  1.22  1.12  1.75
221932.17-004551.9    0.332 R    334.884063721  -0.764442980   19.99   20.12  1.81  0.37  1.29
222230.16+010231.4    0.224 I    335.625701904   1.042080998   18.91   18.10  2.29  0.92  1.69
221412.45-001009.7    0.352 G    333.551910400  -0.169378996   20.31   22.20  0.62  1.42  1.13
160010.53+433952.7    0.355 R    240.043899536  43.664657593   19.25   19.52  3.23  0.84  1.20
222230.16+010231.4    0.224 G    335.625701904   1.042080998   19.49   19.68  2.89  1.05  1.19
222403.36-005724.2    0.313 I    336.014007568  -0.956728995   19.61   18.63  2.14  2.39  4.61
222403.36-005724.2    0.313 G    336.014007568  -0.956728995   19.34   20.76  1.54  2.69  2.04
221412.45-001009.7    0.352 R    333.551910400  -0.169378996   19.75   20.65  0.62  1.22  1.14
223234.39-010846.5    0.397 I    338.143310547  -1.146255016   19.85   19.16  3.90  0.96  4.15
223234.39-010846.5    0.397 G    338.143310547  -1.146255016   20.04   20.79  4.50  1.03  1.33
222230.16+010231.4    0.224 R    335.625701904   1.042080998   19.35   18.53  2.81  0.93  1.20
225757.22-002608.3    0.251 I    344.488433838  -0.435656011   18.63   18.72  2.18  1.22  2.75
222403.36-005724.2    0.313 R    336.014007568  -0.956728995   19.72   18.83  2.74  2.09  1.62
223234.39-010846.5    0.397 R    338.143310547  -1.146255016   19.75   19.78  3.31  1.14  2.27
225757.22-002608.3    0.251 G    344.488433838  -0.435656011   19.05   20.27  2.78  1.37  1.37
225757.22-002608.3    0.251 R    344.488433838  -0.435656011   18.92   19.24  2.03  1.27  2.32
224933.05+010455.8    0.264 I    342.387725830   1.082170963   19.63   17.90  4.65  0.94  7.00
222733.21+003448.9    0.308 I    336.888397217   0.580259979   18.69   19.38  0.52  1.23  1.80
224923.89-002525.7    0.375 I    342.349548340  -0.423830003   18.92   19.42  2.25  1.37  2.26
230614.18-010024.4    0.267 I    346.559112549  -1.006791949   20.43   17.44  2.84  0.77  4.32
224933.05+010455.8    0.264 G    342.387725830   1.082170963   20.29   19.53  4.05  1.07  1.38
224923.89-002525.7    0.375 G    342.349548340  -0.423830003   19.36   21.17  2.85  1.45  1.11
230238.65+005318.5    0.344 I    345.661071777   0.888495982   19.98   18.92  4.57  1.00  2.84
230614.18-010024.4    0.267 G    346.559112549  -1.006791949   19.87   18.72  3.44  0.68  1.57
222733.21+003448.9    0.308 G    336.888397217   0.580259979   18.92   20.31  1.00  1.12  1.70
224933.05+010455.8    0.264 R    342.387725830   1.082170963   19.97   18.49  4.10  1.04  2.35
233619.75-000053.1    0.376 I    354.082305908  -0.014768000   18.84   21.21  2.47  0.29  2.84
232710.78+001703.6    0.348 I    351.794952393   0.284359992   19.30   19.60  2.96  0.76  2.16
224923.89-002525.7    0.375 R    342.349548340  -0.423830003   19.08   19.92  2.85  1.57  1.26
232355.04-001507.4    0.400 I    350.979339600  -0.252059996   19.19   19.28  3.77  1.15  2.55
230614.18-010024.4    0.267 R    346.559112549  -1.006791949   20.87   17.92  2.94  0.75  1.90
232710.78+001703.6    0.348 G    351.794952393   0.284359992   19.59   21.33  2.36  0.93  1.33
233619.75-000053.1    0.376 G    354.082305908  -0.014768000   18.94   22.34  1.87  0.10  1.13
230238.65+005318.5    0.344 G    345.661071777   0.888495982   20.16   20.71  5.17  1.30  1.13
232355.04-001507.4    0.400 G    350.979339600  -0.252059996   19.11   21.67  4.37  1.39  2.16
232710.78+001703.6    0.348 R    351.794952393   0.284359992   19.29   20.20  2.44  0.81  2.58
233619.75-000053.1    0.376 R    354.082305908  -0.014768000   18.78   22.23  3.07  0.59  1.47
232355.04-001507.4    0.400 R    350.979339600  -0.252059996   19.07   19.98  3.17  1.15  2.35
232307.25+011121.0    0.340 I    350.780212402   1.189177036   18.91   19.07  2.10  1.21  3.02
231625.39-002225.4    0.297 I    349.105804443  -0.373741001   19.78   17.95  3.05  1.57  1.49
234335.48-005758.1    0.341 I    355.897857666  -0.966139972   19.76   17.81  2.06  1.55  3.53
222733.21+003448.9    0.308 R    336.888397217   0.580259979   18.65   19.75  0.48  1.27  1.41
232307.25+011121.0    0.340 G    350.780212402   1.189177036   18.86   20.51  2.70  1.38  1.41
234335.48-005758.1    0.341 G    355.897857666  -0.966139972   20.25   19.28  1.46  1.83  1.55
230238.65+005318.5    0.344 R    345.661071777   0.888495982   22.29   19.07  5.06  0.72  2.53
234335.48-005758.1    0.341 R    355.897857666  -0.966139972   19.85   18.27  1.90  1.68  3.71
231625.39-002225.4    0.297 G    349.105804443  -0.373741001   20.44   19.63  2.50  1.72  1.44
232307.25+011121.0    0.340 R    350.780212402   1.189177036   19.00   19.49  2.04  1.20  2.72
235251.87+003814.9    0.273 I    358.216156006   0.637497008   19.14   18.12  2.54  1.12  6.18
235251.87+003814.9    0.273 G    358.216156006   0.637497008   20.39   19.45  2.61  1.24  2.33
231625.39-002225.4    0.297 R    349.105804443  -0.373741001   20.14   18.46  2.52  1.66  1.70
235251.87+003814.9    0.273 R    358.216156006   0.637497008   19.90   18.48  3.01  1.22  5.82
000104.52+002753.7    0.551 I      0.268871993   0.464944005   21.41   21.78  3.47  0.59  0.99
000515.93-003730.7    0.476 I      1.316388011  -0.625199974   20.60   20.01  0.76  0.71  1.72
000017.88+002612.6    0.546 I      0.074529998   0.436838001   20.37   20.07  2.83  0.76  1.89
000347.20+005344.7    0.578 I      0.946695983   0.895753980   20.89   20.06  2.22  1.03  1.70
000613.84+001909.2    0.552 I      1.557672977   0.319229007   20.09   20.50  0.78  0.95  2.13
000515.93-003730.7    0.476 G      1.316388011  -0.625199974   21.09   21.50  1.18  0.55  0.98
000104.52+002753.7    0.551 G      0.268871993   0.464944005   21.63   23.33  4.07  0.62  1.02
000347.20+005344.7    0.578 G      0.946695983   0.895753980   20.71   22.29  1.62  1.07  1.05
000017.88+002612.6    0.546 G      0.074529998   0.436838001   20.19   22.12  3.43  0.81  1.16
000613.84+001909.2    0.552 G      1.557672977   0.319229007   20.44   22.25  0.40  0.98  1.03
000515.93-003730.7    0.476 R      1.316388011  -0.625199974   20.95   20.52  0.74  0.71  1.38
000104.52+002753.7    0.551 R      0.268871993   0.464944005   21.65   22.66  3.89  0.89  1.02
000017.88+002612.6    0.546 R      0.074529998   0.436838001   20.49   20.74  3.29  0.70  1.48
000347.20+005344.7    0.578 R      0.946695983   0.895753980   20.98   21.04  1.62  0.98  1.21
000613.84+001909.2    0.552 R      1.557672977   0.319229007   20.36   21.28  0.31  1.04  1.26
000527.52-000556.2    0.612 I      1.364699006  -0.098955996   19.41   22.09  7.00  1.33  1.21
000445.71+002245.0    0.497 I      1.190495014   0.379168004   19.24   19.18  0.99  1.96  3.93
000445.71+002245.0    0.497 G      1.190495014   0.379168004   19.33   20.86  0.89  2.26  1.83
000527.52-000556.2    0.612 G      1.364699006  -0.098955996   19.71   22.31  6.73  1.35  1.26
000316.31-002148.9    0.519 I      0.817997992  -0.363590986   20.72   19.48  1.18  1.47  2.11
000553.71-010117.7    0.633 I      1.473827958  -1.021590948   20.20   21.25  2.29  0.43  1.07
000445.71+002245.0    0.497 R      1.190495014   0.379168004   19.29   19.80  0.79  2.12  2.74
000527.52-000556.2    0.612 R      1.364699006  -0.098955996   19.68   22.20  7.00  1.03  1.07
000553.71-010117.7    0.633 G      1.473827958  -1.021590948   20.20   23.35  2.89  0.73  0.99
000943.37+010459.8    0.456 I      2.430711031   1.083279014   21.17   19.29  4.57  1.23  1.20
000754.85-004003.6    0.573 I      1.978562951  -0.667693019   20.18   21.16  0.55  0.82  1.10
000717.82-005137.7    0.526 I      1.824262977  -0.860494018   20.02   19.60  6.74  1.03  1.27
000429.47-002142.8    0.614 I      1.122802019  -0.361889988   19.51   20.10  6.32  1.91  1.77
000943.37+010459.8    0.456 G      2.430711031   1.083279014   21.19   21.34  5.17  1.53  1.06
000553.71-010117.7    0.633 R      1.473827958  -1.021590948   20.16   22.79  1.69  0.73  1.08
000754.85-004003.6    0.573 G      1.978562951  -0.667693019   20.02   22.93  1.15  0.78  1.06
000717.82-005137.7    0.526 G      1.824262977  -0.860494018   19.58   21.73  7.00  1.33  1.03
001002.96-010107.2    0.555 I      2.512348890  -1.018682003   18.81   20.05  1.76  0.66  2.01
000943.37+010459.8    0.456 R      2.430711031   1.083279014   21.23   20.05  4.20  1.38  1.14
001018.56-005810.3    0.626 I      2.577370882  -0.969552994   19.56   20.51  4.52  0.45  1.08
001002.96-010107.2    0.555 G      2.512348890  -1.018682003   19.14   21.72  2.36  0.95  1.26
001018.56-005810.3    0.626 G      2.577370882  -0.969552994   20.13   20.32  3.92  0.15  1.19
000754.85-004003.6    0.573 R      1.978562951  -0.667693019   20.09   21.89  0.53  0.90  1.23
001002.96-010107.2    0.555 R      2.512348890  -1.018682003   18.95   20.72  2.36  0.95  2.61
000717.82-005137.7    0.526 R      1.824262977  -0.860494018   19.97   20.35  7.00  1.00  1.09
000316.31-002148.9    0.519 G      0.817997992  -0.363590986   21.01   21.07  1.25  1.48  1.06
000429.47-002142.8    0.614 G      1.122802019  -0.361889988   19.55   22.67  6.89  2.20  1.07
001103.18+005927.2    0.486 I      2.763267040   0.990889013   20.28   20.56  5.62  0.71  1.38
001103.18+005927.2    0.486 G      2.763267040   0.990889013   20.12   22.69  6.18  0.45  0.86
010922.75-002621.1    0.630 I     17.344823837  -0.439211011   20.19   19.71  0.83  1.69  1.27
001103.18+005927.2    0.486 R      2.763267040   0.990889013   20.11   21.35  5.02  1.01  1.38
000429.47-002142.8    0.614 R      1.122802019  -0.361889988   19.65   20.99  6.33  1.61  1.36
010922.75-002621.1    0.630 G     17.344823837  -0.439211011   20.21   21.46  1.16  1.99  1.69
010922.75-002621.1    0.630 R     17.344823837  -0.439211011   20.38   20.42  0.84  1.77  2.72
001018.56-005810.3    0.626 R      2.577370882  -0.969552994   20.12   20.33  5.12  0.73  0.97
001202.77+004202.8    0.548 I      3.011583090   0.700792015   19.25   21.43  1.78  0.46  1.32
010509.30+005258.7    0.650 I     16.288751602   0.882999003   18.33   20.68  6.99  0.25  0.98
001202.77+004202.8    0.548 G      3.011583090   0.700792015   19.18   24.02  2.38  0.76  1.02
001257.25+011527.3    0.505 I      3.238578796   1.257592089   19.24   19.86  7.00  0.81  1.80
000316.31-002148.9    0.519 R      0.817997992  -0.363590986   20.88   20.11  0.96  1.56  1.61
001257.25+011527.3    0.505 G      3.238578796   1.257592089   19.06   22.03  7.00  1.11  1.20
001202.77+004202.8    0.548 R      3.011583090   0.700792015   19.32   21.73  2.38  0.42  1.20
001257.25+011527.3    0.505 R      3.238578796   1.257592089   19.25   20.67  7.00  1.11  1.58
010509.30+005258.7    0.650 G     16.288751602   0.882999003   18.28   20.10  6.59  0.55  4.00
001207.47+002707.1    0.414 I      3.031126976   0.451977014   20.07   19.64  1.44  1.19  1.66
011757.99+002104.1    0.611 I     19.491649072   0.351158617   19.91   20.37  3.77  1.64  1.16
012012.13+002703.2    0.647 I     20.050579071   0.450906009   19.72   20.03  4.29  1.75  1.24
001105.57+002653.5    0.455 I      2.773221016   0.448202997   19.85   19.10  6.74  0.84  1.13
001115.69+011459.2    0.580 I      2.815377951   1.249786973   20.69   19.34  4.16  0.83  2.16
012012.13+002703.2    0.647 G     20.050579071   0.450906009   19.33   22.43  3.69  2.05  1.12
011757.99+002104.1    0.611 G     19.491649072   0.351158617   20.14   22.39  3.17  1.94  1.38
012012.13+002703.2    0.647 R     20.050579071   0.450906009   19.49   20.99  3.69  2.05  1.90
011757.99+002104.1    0.611 R     19.491649072   0.351158617   20.25   21.29  3.17  1.94  1.55
001207.47+002707.1    0.414 G      3.031126976   0.451977014   20.13   20.99  1.93  1.49  1.46
010509.30+005258.7    0.650 R     16.288751602   0.882999003   18.19   20.42  6.44  0.49  1.20
012608.41+002555.2    0.610 I     21.535068512   0.432009011   20.01   20.11  7.00  1.18  1.81
001105.57+002653.5    0.455 G      2.773221016   0.448202997   19.68   21.00  6.65  0.92  1.01
012608.41+002555.2    0.610 G     21.535068512   0.432009011   20.41   21.25  6.99  0.88  1.60
012943.50+005251.2    0.640 I     22.431280136   0.880891979   20.55   20.65  0.90  0.65  1.11
001207.47+002707.1    0.414 R      3.031126976   0.451977014   20.07   20.16  0.94  1.31  2.13
012608.41+002555.2    0.610 R     21.535068512   0.432009011   20.55   20.73  7.00  0.88  1.82
012943.50+005251.2    0.640 G     22.431280136   0.880891979   20.41   22.12  1.50  0.54  1.61
010955.62+005500.6    0.500 I     17.481784821   0.916836977   19.12   18.97  7.00  1.36  1.47
011052.85+004648.6    0.430 I     17.720243454   0.780192018   19.98   19.88  1.08  1.01  1.31
012943.50+005251.2    0.640 R     22.431280136   0.880891979   20.43   21.37  1.29  0.65  1.25
010955.62+005500.6    0.500 G     17.481784821   0.916836977   18.08     -99  6.40  1.66  7.04
011052.85+004648.6    0.430 G     17.720243454   0.780192018   19.57   21.66  1.69  0.90  1.41
015653.16-004623.2    0.614 I     29.221539115  -0.773134177   20.66   19.76  4.04  0.84  0.97
010955.62+005500.6    0.500 R     17.481784821   0.916836977   18.37   20.61  6.40  1.66  7.37
010928.35+010432.0    0.448 I     17.368127823   1.075564981   19.69   20.45  6.42  0.10  1.28
015653.16-004623.2    0.614 G     29.221539115  -0.773134177   19.82   21.80  3.44  1.14  1.01
011052.85+004648.6    0.430 R     17.720243454   0.780192018   19.75   20.42  1.13  1.05  2.12
001115.69+011459.2    0.580 G      2.815377951   1.249786973   21.93   20.38  4.44  0.53  1.93
015653.16-004623.2    0.614 R     29.221539115  -0.773134177   19.93   20.69  3.44  1.14  2.56
001105.57+002653.5    0.455 R      2.773221016   0.448202997   19.91   19.77  6.41  0.76  1.14
011159.58-001614.2    0.458 I     17.998275757  -0.270626009   20.87   20.25  1.88  0.38  1.62
010928.35+010432.0    0.448 G     17.368127823   1.075564981   19.72   21.50  5.92  0.10  1.54
011159.58-001614.2    0.458 G     17.998275757  -0.270626009     -99   20.38  2.48  0.11  1.67
011159.58-001614.2    0.458 R     17.998275757  -0.270626009   20.56   20.90  1.28  0.49  2.32
011536.92-000011.0    0.532 I     18.903852463  -0.003059000   20.74   20.11  2.74  0.37  0.98
010928.35+010432.0    0.448 R     17.368127823   1.075564981   19.78   20.74  7.00  0.11  1.63
020113.52-002723.9    0.603 I     30.306358337  -0.456661999   18.48   21.05  3.04  2.60  1.30
011536.92-000011.0    0.532 G     18.903852463  -0.003059000   22.34   22.03  3.34  0.28  1.16
011712.81-005817.4    0.486 I     19.303414167  -0.971511290   18.73   20.20  1.17  0.74  1.06
020113.52-002723.9    0.603 G     30.306358337  -0.456661999   18.53   21.46  3.64  2.90  6.47
011536.92-000011.0    0.532 R     18.903852463  -0.003059000   23.03   20.51  3.34  0.20  1.67
011712.81-005817.4    0.486 G     19.303414167  -0.971511290   18.65   22.60  1.76  1.04  1.11
011741.12+002026.3    0.570 I     19.421342850   0.340644002   20.51   20.95  2.50  0.66  1.09
020113.52-002723.9    0.603 R     30.306358337  -0.456661999   18.56   21.42  3.64  2.29 10.53
011712.81-005817.4    0.486 R     19.303414167  -0.971511290   18.82   21.20  1.76  0.83  1.88
011741.12+002026.3    0.570 G     19.421342850   0.340644002   19.99   23.45  3.10  0.96  1.33
001115.69+011459.2    0.580 R      2.815377951   1.249786973   20.78   20.05  3.92  0.75  2.25
011741.12+002026.3    0.570 R     19.421342850   0.340644002   20.11   21.96  3.00  0.79  1.35
012354.18-003449.4    0.432 I     20.975767136  -0.580411017   19.95   19.62  1.42  0.88  1.10
012126.36-005857.0    0.578 I     20.359851837  -0.982511997   20.22   20.44  0.87  0.69  1.01
012354.18-003449.4    0.432 G     20.975767136  -0.580411017   20.87   21.90  0.83  1.16  1.06
012126.36-005857.0    0.578 G     20.359851837  -0.982511997   20.27   22.66  1.47  0.99  1.26
012354.18-003449.4    0.432 R     20.975767136  -0.580411017   20.76   20.28  1.36  0.92  1.03
012126.36-005857.0    0.578 R     20.359851837  -0.982511997   20.47   21.14  1.17  0.61  1.12
012824.20+001925.1    0.420 I     22.100858688   0.323648989   20.18   19.62  7.00  0.10  1.08
012824.20+001925.1    0.420 G     22.100858688   0.323648989   20.89   21.52  7.00  0.14  1.05
015556.52-005008.0    0.467 I     28.985527039  -0.835582018   20.74   18.93  5.66  0.42  1.04
012824.20+001925.1    0.420 R     22.100858688   0.323648989     -99   19.63  6.53  0.10  3.76
015805.12-003744.3    0.585 I     29.521358490  -0.628998995   21.15   19.76  4.79  0.17  1.01
015845.78-002138.6    0.565 I     29.690757752  -0.360724002   20.87   19.78  3.19  1.34  1.06
